,Water_(g),Lipid_Tot_(g),Carbohydrt_(g),A,0,1
5627,11.8,3.7,78.3,A,COOKIES,"['FUDGE', 'CAKE-TYPE', '(INCL', 'TROLLEY', 'CAKES)']"
5628,4.5,14.2,72.7,A,COOKIES,"['CHOCOLATE', 'WAFERS']"
5629,7.36,17.91,67.49,A,COOKIES,"['CHOC', 'CHIP', 'COMMLY', 'PREP', 'REG', 'LOWER', 'FAT']"
5630,3.57,24.72,65.36,A,COOKIES,"['CHOC', 'CHIP', 'COMMLY', 'PREP', 'REG', 'HIGHER', 'FAT', 'ENR']"
5631,9.88,19.77,65.75,A,COOKIES,"['CHOC', 'CHIP', 'COMMLY', 'PREP', 'SOFT-TYPE']"
5632,3.0,25.2,66.1,A,COOKIES,"['CHOC', 'CHIP', 'DRY', 'MIX']"
5633,12.08,21.33,61.02,A,COOKIES,"['CHOC', 'CHIP', 'REFR', 'DOUGH']"
5634,3.0,22.6,68.2,A,COOKIES,"['CHOC', 'CHIP', 'REFR', 'DOUGH', 'BKD']"
5635,5.7,28.3,58.4,A,COOKIES,"['CHOC', 'CHIP', 'PREP', 'FROM', 'RECIPE', 'MADE', 'W/MARGARINE']"
5636,3.11,19.14,71.0,A,COOKIES,"['CHOC', 'SNDWCH', 'W/CREME', 'FILLING', 'REG']"
5637,2.0,26.4,66.4,A,COOKIES,"['CHOC', 'SNDWCH', 'W/CREME', 'FILLING', 'REG', 'CHOCOLATE-COATED']"
5638,1.65,24.52,68.2,A,COOKIES,"['CHOC', 'SNDWCH', 'W/EX', 'CREME', 'FILLING']"
5639,16.5,7.3,70.9,A,COOKIES,"['FIG', 'BARS']"
5640,8.0,2.7,84.0,A,COOKIES,['FORTUNE']
5641,5.3,9.8,76.9,A,COOKIES,['GINGERSNAPS']
5642,3.39,10.6,77.66,A,COOKIES,"['GRAHAM', 'CRACKERS', 'PLN', 'OR', 'HONEY', '(INCL', 'CINN)']"
5643,2.0,25.8,66.78,A,COOKIES,"['GRAHAM', 'CRACKERS', 'CHOCOLATE-COATED']"
5644,19.5,9.1,59.7,A,COOKIES,"['LADYFINGERS', 'W/LEMON', 'JUC&RIND']"
5645,10.1,16.9,67.7,A,COOKIES,"['MARSHMLLW', 'CHOCOLATE-COATED', '(INCL', 'MARSHMLLW', 'PIES)']"
5646,5.8,12.8,73.8,A,COOKIES,['MOLASSES']
5647,5.7,18.1,68.7,A,COOKIES,"['OATMEAL', 'COMMLY', 'PREP', 'REG']"
5648,11.0,14.7,65.7,A,COOKIES,"['OATMEAL', 'COMMLY', 'PREP', 'SOFT-TYPE']"
5649,5.3,19.2,67.3,A,COOKIES,"['OATMEAL', 'DRY', 'MIX']"
5650,15.3,18.9,59.1,A,COOKIES,"['OATMEAL', 'REFR', 'DOUGH']"
5651,5.8,21.0,65.7,A,COOKIES,"['OATMEAL', 'REFR', 'DOUGH', 'BKD']"
5652,6.4,16.2,68.4,A,COOKIES,"['OATMEAL', 'PREP', 'FROM', 'RECIPE', 'W/RAISINS']"
5653,7.28,23.82,58.15,A,COOKIES,"['PNUT', 'BUTTER', 'COMMLY', 'PREP', 'REG']"
5654,11.5,24.4,57.7,A,COOKIES,"['PNUT', 'BUTTER', 'COMMLY', 'PREP', 'SOFT-TYPE']"
5655,12.6,25.0,52.1,A,COOKIES,"['PNUT', 'BUTTER', 'REFR', 'DOUGH']"
5656,4.0,27.5,57.3,A,COOKIES,"['PNUT', 'BUTTER', 'REFR', 'DOUGH', 'BKD']"
5657,5.9,23.8,58.9,A,COOKIES,"['PNUT', 'BUTTER', 'PREP', 'FROM', 'RECIPE']"
5658,2.8,21.1,65.6,A,COOKIES,"['PNUT', 'BUTTER', 'SNDWCH', 'REG']"
5659,13.1,13.6,68.0,A,COOKIES,"['RAISIN', 'SOFT-TYPE']"
5660,3.6,26.22,63.78,A,COOKIES,"['SHORTBREAD', 'COMMLY', 'PREP', 'PLN']"
5661,3.3,32.5,58.3,A,COOKIES,"['SHORTBREAD', 'COMMLY', 'PREP', 'PECAN']"
5662,3.5,12.5,80.4,A,COOKIES,"['BROWNIES', 'DRY', 'MIX', 'SPL', 'DIETARY']"
5663,5.1,16.8,73.4,A,COOKIES,"['CHOC', 'CHIP', 'COMMLY', 'PREP', 'SPL', 'DIETARY']"
5664,4.2,22.1,68.0,A,COOKIES,"['CHOC', 'SNDWCH', 'W/CREME', 'FILLING', 'SPL', 'DIETARY']"
5665,6.5,18.0,69.9,A,COOKIES,"['OATMEAL', 'COMMLY', 'PREP', 'SPL', 'DIETARY']"
5666,3.7,34.0,50.8,A,COOKIES,"['PNUT', 'BUTTER', 'SNDWCH', 'SPL', 'DIETARY']"
5667,4.4,25.7,66.0,A,COOKIES,"['SUGAR', 'WAFERS', 'W/CREME', 'FILLING', 'SPL', 'DIETARY']"
5668,6.29,19.55,67.34,A,COOKIES,"['SUGAR', 'COMMLY', 'PREP', 'REG', '(INCL', 'VANILLA)']"
5669,14.08,19.48,61.22,A,COOKIES,"['SUGAR', 'REFR', 'DOUGH']"
5670,5.0,23.1,65.6,A,COOKIES,"['SUGAR', 'REFR', 'DOUGH', 'BKD']"
5671,8.9,23.4,60.0,A,COOKIES,"['SUGAR', 'PREP', 'FROM', 'RECIPE', 'MADE', 'W/MARGARINE']"
5672,1.66,23.24,70.64,A,COOKIES,"['SUGAR', 'WAFERS', 'W/CREME', 'FILLING', 'REG']"
5673,2.2,20.0,72.1,A,COOKIES,"['VANILLA', 'SNDWCH', 'W/CREME', 'FILLING']"
5674,7.4,38.5,45.7,A,PUFF,"['PASTRY', 'FRZ', 'RTB', 'BKD']"
5675,5.1,15.2,73.6,A,COOKIES,"['VANILLA', 'WAFERS', 'LOWER', 'FAT']"
5676,4.2,19.4,71.1,A,COOKIES,"['VANILLA', 'WAFERS', 'HIGHER', 'FAT']"
5677,3.55,22.74,59.42,A,CRACKERS,"['CHEESE', 'REGULAR']"
5678,3.28,25.12,56.74,A,CRACKERS,"['CHS', 'SANDWICH-TYPE', 'W/PNUT', 'BUTTER', 'FILLING']"
5679,6.1,1.3,82.2,A,CRACKERS,"['CRISPBREAD', 'RYE']"
5680,4.3,1.4,83.7,A,CRACKERS,"['MATZO', 'PLAIN']"
5681,6.4,2.1,78.6,A,CRACKERS,"['MATZO', 'EGG']"
5682,4.8,1.5,78.9,A,CRACKERS,"['MATZO', 'WHOLE-WHEAT']"
5683,5.1,3.2,76.6,A,CRACKERS,"['MELBA', 'TOAST', 'PLN']"
5684,4.9,3.4,77.3,A,CRACKERS,"['MELBA', 'TOAST', 'RYE', '(INCL', 'PUMPERNICKEL)']"
5685,5.5,2.3,76.4,A,CRACKERS,"['MELBA', 'TOAST', 'WHEAT']"
5686,4.7,15.8,69.7,A,CRACKERS,['MILK']
5687,5.5,7.2,72.3,A,CRACKERS,"['RUSK', 'TOAST']"
5688,3.8,22.3,60.8,A,CRACKERS,"['RYE', 'SANDWICH-TYPE', 'W/CHS', 'FILLING']"
5689,5.0,0.9,80.4,A,CRACKERS,"['RYE', 'WAFERS', 'PLAIN']"
5690,4.0,9.2,73.8,A,CRACKERS,"['RYE', 'WAFERS', 'SEASONED']"
5691,5.05,8.64,74.05,A,CRACKERS,"['SALTINES', '(INCL', 'OYSTER', 'SODA', 'SOUP)']"
5692,3.14,26.43,61.3,A,CRACKERS,"['STD', 'SNACK-TYPE', 'REG']"
5693,3.9,21.1,61.7,A,CRACKERS,"['STD', 'SNACK-TYPE', 'SNDWCH', 'W/CHS', 'FILLING']"
5694,2.93,24.54,58.38,A,CRACKERS,"['STD', 'SNACK-TYPE', 'SNDWCH', 'W/PNUT', 'BUTTER', 'FILLING']"
5695,2.75,16.4,70.73,A,CRACKERS,"['WHEAT', 'REGULAR']"
5696,3.2,25.0,58.2,A,CRACKERS,"['WHEAT', 'SNDWCH', 'W/CHS', 'FILLING']"
5697,3.4,26.7,53.8,A,CRACKERS,"['WHEAT', 'SNDWCH', 'W/PNUT', 'BUTTER', 'FILLING']"
5698,2.94,14.13,69.55,A,CRACKERS,['WHOLE-WHEAT']
5699,7.6,1.7,80.9,A,CRACKER,['MEAL']
5700,40.5,25.9,22.8,A,CREAM,"['PUFF', 'SHELL', 'PREP', 'FROM', 'RECIPE']"
5701,23.2,21.0,45.8,A,CROISSANTS,['BUTTER']
5702,45.6,8.7,37.1,A,CROISSANTS,['APPLE']
5703,21.0,20.9,47.0,A,CROISSANTS,['CHEESE']
5704,5.5,6.6,73.5,A,CROUTONS,['PLAIN']
5705,3.6,18.3,63.5,A,CROUTONS,['SEASONED']
5706,24.3,22.4,44.6,A,DANISH,"['PASTRY', 'CINN', 'ENR']"
5707,31.4,21.9,37.2,A,DANISH,"['PASTRY', 'CHEESE']"
5708,27.1,18.5,47.8,A,DANISH,"['PASTRY', 'FRUIT', 'ENR']"
5709,20.4,25.2,45.7,A,DANISH,"['PASTRY', 'NUT', '(INCL', 'ALMOND', 'RAISIN', 'NUT', 'CINN', 'NUT)']"
5710,20.82,24.93,47.06,A,DOUGHNUTS,"['CAKE-TYPE', 'PLN', '(INCLUDES', 'UNSUGARED', 'OLD-FASHIONED)']"
5711,16.76,25.25,51.33,A,DOUGHNUTS,"['CAKE-TYPE', 'PLN', 'CHOCOLATE-COATED', 'OR', 'FRSTD']"
5712,19.6,22.9,50.8,A,DOUGHNUTS,"['CAKE-TYPE', 'PLN', 'SUGARED', 'OR', 'GLAZED']"
5713,16.3,19.9,57.4,A,DOUGHNUTS,"['CAKE-TYPE', 'CHOC', 'SUGARED', 'OR', 'GLAZED']"
5714,17.9,18.3,59.5,A,DOUGHNUTS,"['FRENCH', 'CRULLERS', 'GLAZED']"
5715,38.2,24.5,30.0,A,DOUGHNUTS,"['YEAST-LEAVENED', 'W/CREME', 'FILLING']"
5716,22.0,22.7,47.93,A,DOUGHNUTS,"['', 'YEAST-LEAVENED', '', 'GLAZED', '', 'ENRICHED', '(INC', 'HONEY', 'BUNS)']"
5717,35.6,18.7,39.0,A,DOUGHNUTS,"['YEAST-LEAVENED', 'W/JELLY', 'FILLING']"
5718,43.56,1.69,44.17,A,ENGLISH,"['MUFFIN', '', 'PLN', 'ENCHED.W/CA', 'PROP', '(INCLD', 'SOURDOUGH)']"
5719,32.97,2.02,52.65,A,ENGLISH,"['MUFFIN', 'PLN', 'TSTD', 'ENR', 'W/CA', 'PROP(INCL', 'SOURDOUGH)']"
5720,40.2,1.8,46.3,A,ENGLISH,"['MUFFINS', 'MIXED-GRAIN', '(INCL', 'GRANOLA)']"
5721,35.0,1.9,50.3,A,ENGLISH,"['MUFFINS', 'MIXED-GRAIN', 'TSTD', '(INCL', 'GRANOLA)']"
5722,40.6,1.8,48.1,A,ENGLISH,"['MUFFINS', 'RAISIN-CINNAMON', '(INCLUDES', 'APPLE-CINNAMON)']"
5723,32.07,2.21,55.04,A,ENGLISH,"['MUFFINS', 'RAISIN-CINNAMON', 'TSTD', '(INCL', 'APPLE-CINNAMON)']"
5724,42.3,2.0,44.8,A,ENGLISH,"['MUFFINS', 'WHEAT']"
5725,37.2,2.1,48.7,A,ENGLISH,"['MUFFINS', 'WHEAT', 'TSTD']"
5726,45.7,2.1,40.4,A,ENGLISH,"['MUFFINS', 'WHOLE-WHEAT']"
5727,41.0,2.3,44.1,A,ENGLISH,"['MUFFINS', 'WHOLE-WHEAT', 'TSTD']"
5728,52.6,6.1,32.1,A,FRENCH,"['TOAST', 'FRZ', 'RTH']"
5729,54.7,10.8,25.0,A,FRENCH,"['TOAST', 'PREP', 'FROM', 'RECIPE', 'MADE', 'W/LOFAT', '(2%)', 'MILK']"
5730,29.0,13.5,46.0,A,HUSH,"['PUPPIES', 'PREP', 'FROM', 'RECIPE']"
5731,5.3,6.9,79.0,A,ICE,"['CRM', 'CONES', 'CAKE', 'OR', 'WAFER-TYPE']"
5732,3.0,3.8,84.1,A,ICE,"['CRM', 'CONES', 'SUGAR', 'ROLLED-TYPE']"
5733,37.7,11.4,41.4,A,MUFFINS,"['PLN', 'PREP', 'FROM', 'RECIPE', 'MADE', 'W/LOFAT', '(2%)', 'MILK']"
5734,24.96,16.07,53.0,A,MUFFINS,"['BLUEBERRY', 'COMMLY', 'PREP', '(INCLUDES', 'MINI-MUFFINS)']"
5735,30.18,3.25,61.0,A,MUFFINS,"['BLUEBERRY', 'DRY', 'MIX']"
5736,30.8,9.5,53.3,A,MUFFINS,"['BLUEBERRY', 'TOASTER-TYPE']"
5737,39.5,10.8,40.7,A,MUFFINS,"['BLUEBERRY', 'PREP', 'FROM', 'RECIPE', 'MADE', 'W/LOFAT', '(2%)', 'MILK']"
5738,32.6,8.4,51.0,A,MUFFINS,"['CORN', 'COMMLY', 'PREP']"
5739,30.5,10.2,49.1,A,MUFFINS,"['CORN', 'DRY', 'MIX', 'PREP']"
5740,23.6,11.3,57.9,A,MUFFINS,"['CORN', 'TOASTER-TYPE']"
5741,33.0,12.3,44.2,A,MUFFINS,"['CORN', 'PREP', 'FROM', 'RECIPE', 'MADE', 'W/LOFAT', '(2%)', 'MILK']"
5742,35.0,7.4,48.3,A,MUFFINS,"['OAT', 'BRAN']"
5743,4.8,12.0,73.0,A,MUFFINS,"['WHEAT', 'BRAN', 'DRY', 'MIX']"
5744,48.37,6.83,37.75,A,PANCAKES,"['PLN', 'FRZ', 'RTH', '(INCLUDES', 'BUTTERMILK)']"
5745,9.05,3.1,73.65,A,PANCAKES,"['PLN', 'DRY', 'MIX', 'COMPLETE', '(INCL', 'BTTRMLK)']"
5746,53.0,2.5,36.7,A,PANCAKES,"['PLN', 'DRY', 'MIX', 'COMPLETE', 'PREP']"
5747,9.1,1.7,73.6,A,PANCAKES,"['PLN', 'DRY', 'MIX', 'INCOMPLETE', '(INCL', 'BTTRMLK)']"
5748,52.9,7.7,28.9,A,PANCAKES,"['PLN', 'DRY', 'MIX', 'INCOMPLETE', 'PREP']"
5749,52.9,9.7,28.3,A,PANCAKES,"['PLN', 'PREP', 'FROM', 'RECIPE']"
5750,53.2,9.2,29.0,A,PANCAKES,"['BLUEBERRY', 'PREP', 'FROM', 'RECIPE']"
5751,9.1,2.7,71.3,A,PANCAKES,"['BUCKWHEAT', 'DRY', 'MIX', 'INCOMPLETE']"
5752,10.8,1.4,73.9,A,PANCAKES,"['SPL', 'DIETARY', 'DRY', 'MIX']"
5753,8.8,1.5,71.0,A,PANCAKES,"['WHOLE-WHEAT', 'DRY', 'MIX', 'INCOMPLETE']"
5754,52.8,6.5,29.4,A,PANCAKES,"['WHOLE-WHEAT', 'DRY', 'MIX', 'INCOMPLETE', 'PREP']"
5755,52.2,11.0,34.0,A,PIE,"['APPL', 'COMMLY', 'PREP', 'ENR', 'FLR']"
5756,47.3,12.5,37.1,A,PIE,"['APPL', 'PREP', 'FROM', 'RECIPE']"
5757,50.9,12.9,31.6,A,PIE,"['BANANA', 'CRM', 'PREP', 'FROM', 'MIX', 'NO-BAKE', 'TYPE']"
5758,47.9,13.6,32.9,A,PIE,"['BANANA', 'CRM', 'PREP', 'FROM', 'RECIPE']"
5759,52.5,10.0,34.9,A,PIE,"['BLUEBERRY', 'COMMLY', 'PREP']"
5760,51.2,11.9,33.5,A,PIE,"['BLUEBERRY', 'PREP', 'FROM', 'RECIPE']"
5761,46.2,11.0,39.8,A,PIE,"['CHERRY', 'COMMLY', 'PREP']"
5762,45.8,12.2,38.5,A,PIE,"['CHERRY', 'PREP', 'FROM', 'RECIPE']"
5763,33.92,22.41,38.44,A,PIE,"['CHOC', 'CREME', 'COMMLY', 'PREP']"
5764,49.7,15.4,29.6,A,PIE,"['CHOC', 'MOUSSE', 'PREP', 'FROM', 'MIX', 'NO-BAKE', 'TYPE']"
5765,43.2,16.6,37.3,A,PIE,"['COCNT', 'CREME', 'COMMLY', 'PREP']"
5766,49.7,17.6,28.5,A,PIE,"['COCNT', 'CRM', 'PREP', 'FROM', 'MIX', 'NO-BAKE', 'TYPE']"
5767,49.2,13.2,30.2,A,PIE,"['COCNT', 'CUSTARD', 'COMMLY', 'PREP']"
5768,60.9,11.6,20.8,A,PIE,"['EGG', 'CUSTARD', 'COMMLY', 'PREP']"
5769,37.6,16.1,42.6,A,PIE,"['FRIED', 'PIES', 'FRUIT']"
5770,41.7,8.7,47.2,A,PIE,"['LEMON', 'MERINGUE', 'COMMLY', 'PREP']"
5771,43.3,12.9,39.1,A,PIE,"['LEMON', 'MERINGUE', 'PREP', 'FROM', 'RECIPE']"
5772,37.4,10.8,48.0,A,PIE,"['MINCE', 'PREP', 'FROM', 'RECIPE']"
5773,54.4,10.0,32.9,A,PIE,['PEACH']
5774,18.25,16.69,59.61,A,PIE,"['PECAN', 'COMMLY', 'PREP']"
5775,19.5,22.2,52.2,A,PIE,"['PECAN', 'PREP', 'FROM', 'RECIPE']"
5776,50.39,9.75,34.83,A,PIE,"['PUMPKIN', 'COMMLY', 'PREP']"
5777,58.5,9.3,26.4,A,PIE,"['PUMPKIN', 'PREP', 'FROM', 'RECIPE']"
5778,47.0,14.4,32.6,A,PIE,"['VANILLA', 'CRM', 'PREP', 'FROM', 'RECIPE']"
5779,7.6,31.4,52.1,A,PIE,"['CRUST', 'STANDARD-TYPE', 'DRY', 'MIX']"
5780,10.6,30.4,50.4,A,PIE,"['CRUST', 'STANDARD-TYPE', 'DRY', 'MIX', 'PREP', 'BKD']"
5781,17.82,26.07,48.62,A,PIE,"['CRUST', 'STANDARD-TYPE', 'FRZ', 'RTB', 'ENR']"
5782,7.18,28.59,56.24,A,PIE,"['CRUST', 'STANDARD-TYPE', 'FRZ', 'RTB', 'ENR', 'BKD']"
5783,9.8,34.6,47.5,A,PIE,"['CRUST', 'STANDARD-TYPE', 'PREP', 'FROM', 'RECIPE', 'BKD']"
5784,8.5,38.1,45.1,A,PUFF,"['PASTRY', 'FRZ', 'RTB']"
5785,32.6,6.0,52.6,A,PHYLLO,['DOUGH']
5786,11.7,4.3,71.0,A,POPOVERS,"['DRY', 'MIX', 'ENRICHED']"
5787,28.44,6.47,52.04,A,ROLLS,"['', 'DINNER', '', 'PLN', 'COMM', 'PREPARED', '(INC', 'BROWN', '-N-', 'SERVE)']"
5788,30.4,6.4,52.0,A,ROLLS,"['DINNER', 'EGG']"
5789,44.0,4.6,40.2,A,ROLLS,"['DINNER', 'OAT', 'BRAN']"
5790,30.1,3.4,53.1,A,ROLLS,"['DINNER', 'RYE']"
5791,37.0,6.3,46.0,A,ROLLS,"['DINNER', 'WHEAT']"
5792,33.1,4.7,51.1,A,ROLLS,"['DINNER', 'WHOLE-WHEAT']"
5793,34.8,4.3,50.2,A,ROLLS,['FRENCH']
5794,34.18,3.76,50.15,A,ROLLS,"['HAMBURGER', 'OR', 'HOTDOG', 'PLN']"
5795,38.0,6.0,44.6,A,ROLLS,"['HAMBURGER', 'OR', 'HOTDOG', 'MIXED-GRAIN']"
5796,46.0,2.0,42.1,A,ROLLS,"['HAMBURGER', 'OR', 'HOTDOG', 'RED-CAL']"
5797,31.0,4.3,52.7,A,ROLLS,"['HARD', '(INCL', 'KAISER)']"
5798,43.5,11.2,41.1,A,STRUDEL,['APPLE']
5799,29.4,18.3,43.7,A,SWEET,"['ROLLS', 'CHEESE']"
5800,24.8,16.4,50.9,A,SWEET,"['ROLLS', 'CINN', 'COMMLY', 'PREP', 'W/RAISINS']"
5801,28.9,12.2,51.6,A,SWEET,"['ROLLS', 'CINN', 'REFR', 'DOUGH', 'W/FRSTNG']"
5802,22.7,13.2,56.1,A,SWEET,"['ROLLS', 'CINN', 'REFR', 'DOUGH', 'W/FRSTNG', 'BKD']"
5803,6.4,21.79,63.49,A,TACO,"['SHELLS', '', 'BAKED']"
5804,14.09,7.98,72.64,A,TOASTER,"['PASTRIES', 'BROWN-SUGAR-CINNAMON']"
5805,14.33,9.95,70.32,A,TOASTER,"['PASTRIES', 'FRUIT']"
5806,45.89,2.85,44.64,A,TORTILLAS,"['RTB', 'OR', '-FRY', 'CORN']"
5807,32.43,5.87,51.18,A,TORTILLAS,"['RTB', 'OR', '-FRY', 'FLR', 'REFR']"
5808,37.95,9.7,42.98,A,WAFFLES,"['PLN', 'FRZ', 'RTH']"
5809,42.0,14.1,32.9,A,WAFFLES,"['PLN', 'PREP', 'FROM', 'RECIPE']"
5810,28.8,1.5,57.9,A,WONTON,"['WRAPPERS', '(INCL', 'EGG', 'ROLL', 'WRAPPERS)']"
5811,5.0,0.0,27.7,A,LEAVENING,"['AGENTS', 'BAKING', 'PDR', 'DOUBLE-ACTING', 'NA', 'AL', 'SULFATE']"
5812,4.0,0.0,24.1,A,LEAVENING,"['AGENTS', 'BAKING', 'PDR', 'DOUBLE-ACTING', 'STRAIGHT', 'PO4']"
5813,6.2,0.4,46.9,A,LEAVENING,"['AGENTS', 'BAKING', 'PDR', 'LOW-SODIUM']"
5814,0.2,0.0,0.0,A,LEAVENING,"['AGENTS', 'BAKING', 'SODA']"
5815,1.7,0.0,61.5,A,LEAVENING,"['AGENTS', 'CRM', 'OF', 'TARTAR']"
5816,69.0,1.9,18.1,A,LEAVENING,"['AGENTS', 'YEAST', ""BAKER'S"", 'COMPRESSED']"
5817,5.08,7.61,41.22,A,LEAVENING,"['AGENTS', 'YEAST', ""BAKER'S"", 'ACTIVE', 'DRY']"
5818,6.35,5.48,68.49,A,BREAD,"['CRUMBS', 'DRY', 'GRATED', 'SEASONED']"
5819,6.2,17.9,66.4,A,COOKIES,"['OATMEAL', 'PREP', 'FROM', 'RECIPE', 'WO/RAISINS']"
5820,5.7,28.4,58.2,A,COOKIES,"['CHOC', 'CHIP', 'PREP', 'FROM', 'RECIPE', 'MADE', 'W/BUTTER']"
5821,34.0,2.4,48.1,A,BREAD,"['PROT', 'TSTD', '(INCL', 'GLUTEN)']"
5822,35.9,5.0,47.3,A,BREAD,"['RICE', 'BRAN', 'TOASTED']"
5823,29.3,3.3,54.3,A,BREAD,"['WHEAT', 'GERM', 'TOASTED']"
5824,26.4,10.1,56.7,A,MUFFINS,"['BLUEBERRY', 'TOASTER-TYPE', 'TSTD']"
5825,27.0,9.4,55.5,A,MUFFINS,"['WHEAT', 'BRAN', 'TOASTER-TYPE', 'W/RAISINS', 'TSTD']"
5826,52.5,9.3,28.7,A,PANCAKES,"['BTTRMLK', 'PREP', 'FROM', 'RECIPE']"
5827,29.1,7.3,53.4,A,ROLLS,"['DINNER', 'PLN', 'PREP', 'FROM', 'RECIPE', 'MADE', 'W/LOFAT', '(2%)', 'MILK']"
5828,6.1,24.4,63.9,A,PIE,"['CRUST', 'COOKIE-TYPE', 'PREP', 'FR', 'RECIPE', 'GRAHAM', 'CRACKER', 'CHILLED']"
5829,7.2,3.9,77.1,A,CRACKERS,"['MATZO', 'EGG&ONION']"
5830,8.5,36.2,50.2,A,PIE,"['CRUST', 'COOKIE-TYPE', 'PREP', 'FROM', 'RECIPE', 'VANILLA', 'WAFER', 'CHILLED']"
5831,19.7,30.8,42.3,A,PIE,"['CRUST', 'STANDARD-TYPE', 'PREP', 'FROM', 'RECIPE', 'UNBAKED']"
5832,30.59,9.61,49.29,A,WAFFLES,"['PLN', 'FRZ', 'READY', '-TO-HEAT', 'TSTD']"
5833,32.6,1.6,53.4,A,BAGELS,"['PLN', 'ENR', 'WO/CA', 'PROP', '(INCL', 'ONION', 'POPPY', 'SESAME)']"
5834,32.6,1.6,53.4,A,BAGELS,"['PLN', 'UNENR', 'W/CA', 'PROP', '(INCL', 'ONION', 'POPPY', 'SESAME)']"
5835,32.6,1.6,53.4,A,BAGELS,"['PLN', 'UNENR', 'WO/CA', 'PROP', '(INCL', 'ONION', 'POPPY', 'SESAME)']"
5836,7.8,12.2,69.5,A,BREAD,"['CORNBREAD', 'DRY', 'MIX', 'UNENR', '(INCL', 'CORN', 'MUFFIN', 'MIX)']"
5837,32.1,1.2,55.7,A,BREAD,"['PITA', 'WHITE', 'UNENR']"
5838,33.6,4.4,52.3,A,BREAD,"['RAISIN', 'UNENRICHED']"
5839,36.7,3.6,49.6,A,BREAD,"['WHITE', 'COMMLY', 'PREP', 'LO', 'NA', 'NO', 'SALT']"
5840,21.9,23.3,46.7,A,COFFEECAKE,"['CINN', 'W/CRUMB', 'TOPPING', 'COMMLY', 'PREP', 'UNENR']"
5841,23.1,17.9,52.5,A,CAKE,"['POUND', 'COMMLY', 'PREP', 'OTHER', 'THAN', 'ALL', 'BUTTER', 'UNENR']"
5842,3.5,9.5,81.0,A,CAKE,"['WHITE', 'DRY', 'MIX', 'PUDDING-TYPE', 'UNENR']"
5843,3.7,11.6,78.1,A,CAKE,"['YEL', 'DRY', 'MIX', 'REG', 'UNENR']"
5844,4.6,18.8,68.9,A,COOKIES,"['BUTTER', 'COMMLY', 'PREP', 'UNENR']"
5845,4.1,22.6,66.8,A,COOKIES,"['CHOC', 'CHIP', 'COMMLY', 'PREP', 'REG', 'HIGHER', 'FAT', 'UNENR']"
5846,19.5,9.1,59.7,A,COOKIES,"['LADYFINGERS', 'WO/LEMON', 'JUC&RIND']"
5847,5.1,3.2,76.6,A,CRACKERS,"['MELBA', 'TOAST', 'PLN', 'WO/SALT']"
5848,4.03,8.85,74.34,A,CRACKERS,"['SALTINES', 'LO', 'SALT', '(INCL', 'OYSTER', 'SODA', 'SOUP)']"
5849,4.1,11.8,71.5,A,CRACKERS,"['SALTINES', 'UNSALTED', 'TOPS', '(INCL', 'OYSTER', 'SODA', 'SOUP)']"
5850,3.5,25.3,61.0,A,CRACKERS,"['STD', 'SNACK-TYPE', 'REG', 'LO', 'SALT']"
5851,3.1,20.6,64.9,A,CRACKERS,"['WHEAT', 'LOW', 'SALT']"
5852,2.7,17.2,68.6,A,CRACKERS,"['WHOLE-WHEAT', 'LO', 'SALT']"
5853,24.3,22.4,44.6,A,DANISH,"['PASTRY', 'CINN', 'UNENR']"
5854,27.1,18.5,47.8,A,DANISH,"['PASTRY', 'FRUIT', 'UNENR', '(INCL', 'APPL', 'CINN', 'RAISIN', 'STRAWBERRY)']"
5855,30.4,4.0,54.4,A,BREAD,"['WHITE', 'COMMLY', 'PREP', 'TSTD', 'LO', 'NA', 'NO', 'SALT']"
5856,27.1,18.5,47.8,A,DANISH,"['PASTRY', 'LEMON', 'UNENR']"
5857,3.1,25.3,58.2,A,CRACKERS,"['CHS', 'LO', 'NA']"
5858,27.1,18.5,47.8,A,DANISH,"['PASTRY', 'RASPBERRY', 'UNENR']"
5859,25.4,22.8,44.3,A,DOUGHNUTS,"['YEAST-LEAVENED', 'GLAZED', 'UNENR', '(INCL', 'HONEY', 'BUNS)']"
5860,42.1,1.8,46.0,A,ENGLISH,"['MUFFINS', 'PLN', 'ENR', 'WO/CA', 'PROP', '(INCL', 'SOURDOUGH)']"
5861,42.1,1.8,46.0,A,ENGLISH,"['MUFFINS', 'PLN', 'UNENR', 'W/CA', 'PROP', '(INCL', 'SOURDOUGH)']"
5862,42.1,1.8,46.0,A,ENGLISH,"['MUFFINS', 'PLN', 'UNENR', 'WO/CA', 'PROP', '(INCL', 'SOURDOUGH)']"
5863,52.2,11.0,34.0,A,PIE,"['APPL', 'COMMLY', 'PREP', 'UNENR', 'FLR']"
5864,37.6,16.1,42.6,A,PIE,"['FRIED', 'PIES', 'CHERRY']"
5865,37.6,16.1,42.6,A,PIE,"['FRIED', 'PIES', 'LEMON']"
5866,21.0,29.2,44.1,A,PIE,"['CRUST', 'STANDARD-TYPE', 'FRZ', 'RTB', 'UNENR']"
5867,11.7,4.3,71.0,A,POPOVERS,"['DRY', 'MIX', 'UNENR']"
5868,6.0,22.6,62.4,A,TACO,"['SHELLS', 'BKD', 'WO/', 'SALT']"
5869,44.1,2.5,46.6,A,TORTILLAS,"['RTB', 'OR', '-FRY', 'CORN', 'WO/', 'SALT']"
